Code,Label
263188003,Open fracture of atlas without spinal cord lesion
81501004,Open fracture of first cervical vertebra without spinal cord injury
9048001,Open fracture of fourth cervical vertebra without spinal cord injury
41078002,Open fracture of lumbar vertebra without spinal cord injury
30943005,Open fracture of sacrum AND/OR coccyx without spinal cord injury
698960005,Open fracture of sacrum without spinal cord injury
263178004,Fracture of transverse process of spine without spinal cord lesion
288280006,Fracture sacrum/coccyx - no cord lesion
274153008,Fracture of cervical spine - no cord lesion
274155001,Fracture of lumbar spine - no cord lesion
83635002,Fracture of transverse process of vertebra
263179007,Fracture of transverse process of spine with spinal cord lesion
281936005,Fracture of transverse process of lumbar vertebra
207970004,"Open fracture lumbar vertebra, transverse process"
281916009,Fracture of transverse process of cervical vertebra
207933008,"Open fracture cervical vertebra, transverse process"
207926008,"Open fracture axis, transverse process"
1734006,Fracture of vertebral column with spinal cord injury
274156000,Fracture of cervical spine with cord lesion
125609005,Open fracture of cervical region with spinal cord injury
80980003,Open fracture of C5-C7 level with spinal cord injury
208022005,"Open spinal fracture with central cervical cord lesion, C5-7"
43405004,Open fracture of C5-C7 level with anterior cord syndrome
66020004,Open fracture of C5-C7 level with posterior cord syndrome
20377001,Open fracture of C5-C7 level with incomplete spinal cord lesion
208021003,"Open spinal fracture with anterior cervical cord lesion, C5-7"
208023000,"Open spinal fracture with posterior cervical cord lesion, C5-7"
208020002,"Open spinal fracture with complete cervical cord lesion, C5-7"
74360009,Open fracture of C5-C7 level with central cord syndrome
76435008,Open fracture of C1-C4 level with spinal cord injury
208015002,"Open spinal fracture with anterior cervical cord lesion, C1-4"
10310006,Open fracture of C1-C4 level with incomplete spinal cord lesion
208016001,"Open spinal fracture with central cervical cord lesion, C1-4"
208014003,"Open spinal fracture with complete cervical cord lesion, C1-4"
208017005,"Open spinal fracture with posterior cervical cord lesion, C1-4"
21978005,Open fracture of C1-C4 level with anterior cord syndrome
61386002,Open fracture of C1-C4 level with central cord syndrome
33147008,Open fracture of C1-C4 level with posterior cord syndrome
208012004,Open fracture of cervical spine with spinal cord lesion
269078005,Fracture of spine with spinal cord lesion
288281005,Fracture sacrum/coccyx with cord lesion
274158004,Fracture of lumbar spine with cord lesion
48956000,Open fracture of lumbar vertebra with spinal cord injury
208065006,Open spinal fracture with central lumbar cord lesion
208064005,Open spinal fracture with anterior lumbar cord lesion
208063004,Open spinal fracture with complete lumbar cord lesion
208061002,Open fracture of lumbar spine with spinal cord lesion
448788000,Open fracture of lumbar spine with incomplete lesion of lumbar spinal cord
208066007,Open spinal fracture with posterior lumbar cord lesion
10575009,Open fracture of vertebral column with spinal cord injury
65491009,Open fracture of sacrum AND/OR coccyx with spinal cord injury
208076005,Open fracture of sacrum with spinal cord lesion
125872003,Fracture of sacrum
207977001,Open fracture sacrum
207978006,Open compression fracture sacrum
207979003,Open vertical fracture of sacrum
208078006,Open fracture of sacrum with complete cauda equina lesion
64306000,Fracture of spinous process of vertebra
281918005,Fracture of spinous process of cervical vertebra
207932003,"Open fracture cervical vertebra, spinous process"
207925007,"Open fracture axis, spinous process"
281938006,Fracture of spinous process of lumbar vertebra
207969000,"Open fracture lumbar vertebra, spinous process"
125608002,Fracture of lumbar spine
281937001,Fracture of lamina of lumbar vertebra
281935009,Fracture of pedicle of lumbar vertebra
207965006,Open fracture lumbar vertebra
207972007,"Open fracture lumbar vertebra, tricolumnar"
207968008,"Open fracture lumbar vertebra, spondylolysis"
207971000,"Open fracture lumbar vertebra, posterior arch"
426646004,Compression fracture of lumbar spine
281941002,Three column fracture of lumbar vertebra
270508006,Pathological fracture of lumbar vertebra
203450003,Osteoporosis with pathological fracture of lumbar vertebrae
281940001,Two column fracture of lumbar vertebra
274146004,Pathological fracture of vertebra
240198002,Osteoporotic vertebral collapse
311806008,Collapse of cervical vertebra due to osteoporosis
203452006,Osteoporosis with pathological fracture of cervical vertebrae
308145001,Pathological fracture of cervical vertebra
42942008,Compression fracture of vertebral column
307137009,Anterior wedge fracture of vertebra
430948002,Compression fracture of cervical spine
5301000124104,Compression fracture of thoracic vertebra
811000119108,"Compression fracture of thoracic vertebra, nontraumatic"
5291000124100,Compression fracture of lumbosacral spine
821000119101,"Compression fracture of lumbosacral vertebra, nontraumatic"
15724005,Fracture of vertebral column without spinal cord injury
473438000,Chance flexion distraction fracture of vertebra
82419009,Open fracture of vertebral column
208067003,Open spinal fracture with cauda equina lesion
269070003,Open fracture of cervical spine
207934002,"Open fracture cervical vertebra, posterior arch"
207927004,"Open fracture axis, posterior arch"
269077000,Open fracture of seventh cervical vertebra
207935001,"Open fracture cervical vertebra, tricolumnar"
207928009,"Open fracture axis, tricolumnar"
269076009,Open fracture of sixth cervical vertebra
269074007,Open fracture of fourth cervical vertebra
269075008,Open fracture of fifth cervical vertebra
269073001,Open fracture of third cervical vertebra
207931005,"Open fracture cervical vertebra, spondylolysis"
207936000,Multiple open fractures of cervical vertebrae
269071004,Open fracture atlas
207922005,"Open fracture atlas, comminuted"
207921003,"Open fracture atlas, isolated arch or articular process"
269072006,Open fracture axis
207924006,"Open fracture axis, spondylolysis"
207923000,"Open fracture axis, odontoid process"
123535000,Open fracture of sacrum AND/OR coccyx with cauda equina injury
111633007,Open fracture of sacrum AND/OR coccyx with complete cauda equina lesion
430962009,Pseudoarthrosis of spine
125606003,Fracture of cervical spine
207984009,Fracture of second cervical vertebra
281910003,Fracture of odontoid process
430691000124106,Fracture of odontoid process type II
430701000124106,Fracture of odontoid process type III
430681000124108,Fracture of odontoid process type I
207884008,Fracture of neck and trunk
281920008,Three column fracture of cervical vertebra
207983003,Fracture of first cervical vertebra
263180005,Jefferson fracture
281917000,Fracture of lamina of cervical vertebra
281919002,Two column fracture of cervical vertebra
281915008,Fracture of pedicle of cervical vertebra
207985005,Multiple fractures of cervical spine
314667001,Burst fracture of vertebra
473435002,Two column classification system burst fracture of vertebra
473436001,Three column classification system burst fracture of vertebra
9966008,Fracture of neural arch
281598004,Sprain of spinal ligament
209565008,Lumbar sprain
274162005,Thoracic back sprain
262995003,Back sprain excluding lumbosacral
209561004,Atlanto-occipital joint sprain
90631008,Sprain of sacrococcygeal ligament
209548004,Sprain of ligament of lumbosacral joint
209559008,Cervical anterior longitudinal ligament sprain
209112009,Open dislocation of sacrum
430939007,Abrasion of sacral region
87900003,Injury of sacral nerve roots
212226001,Sacral nerve root injury - S4
212224003,Sacral nerve root injury - S2
262748008,Avulsion of sacral nerve root
262743004,Traction injury of sacral nerve root
212227005,Sacral nerve root injury - S5
262732007,Partial division of sacral nerve root
262727006,Transection of sacral nerve root
262737001,Contusion of sacral nerve root
212223009,Sacral nerve root injury - S1
212225002,Sacral nerve root injury - S3
262524001,Injury of lumbar spine
209731009,"Open division, lumbar ligament"
129166009,Dislocation of lumbar vertebra
129161004,Dislocation of lumbosacral joint
129163001,Open dislocation of lumbosacral joint
129162006,Closed dislocation of lumbosacral joint
54317001,Open dislocation of lumbar vertebra
209098005,Open spinal dislocation with anterior lumbar cord lesion
209074003,Closed dislocation lumbar spine
17214002,Closed dislocation of lumbar vertebra
314198003,Dislocation of lumbar facet joint
209086000,Closed spinal dislocation with cauda equina lesion
263044008,Subluxation of joint of lumbar spine
209169008,Closed subluxation lumbar spine
209185003,Open subluxation lumbar spine
209182000,Closed spinal subluxation with cauda equina lesion
90584004,Spinal cord injury
405754008,Cervical spinal cord injury
57360002,Spinal cord injury to cervical region without bone injury
24392008,Injury at C1-C4 level with spinal cord injury AND without bone injury
39881005,Injury at C5-C7 level with complete lesion of spinal cord AND without bone injury
19090007,Injury at C1-C4 level with complete lesion of spinal cord AND without bone injury
67016008,Injury at C1-C4 level with posterior cord syndrome AND without bone injury
76179004,Injury at C5-C7 level with posterior cord syndrome AND without bone injury
11807002,Injury at C5-C7 level with spinal cord injury AND without bone injury
83991006,Incomplete spinal cord lesion at C5-C7 level without bone injury
67861006,Injury at C1-C4 level with anterior cord syndrome AND without bone injury
6342009,Injury at C1-C4 level with central cord syndrome AND without bone injury
38278003,Injury at C5-C7 level with central cord syndrome AND without bone injury
8939001,Incomplete spinal cord lesion at C1-C4 level without bone injury
70307002,Injury at C5-C7 level with anterior cord syndrome AND without bone injury
405759003,Cervical spinal cord injury without spinal bone injury
405762000,"Incomplete cervical spinal cord injury, unspecified, without spinal bone injury, C1-4"
405757001,"Central cervical cord injury, without spinal bony injury, C1-4"
405766002,"Unspecified cervical spinal cord injury, without spinal bone injury, C1-4"
405760008,"Complete cervical cord injury, without spinal bone injury, C1-4"
405756005,"Anterior cervical spinal cord injury, without spinal bone injury, C5-7"
405761007,"Complete cervical cord injury, without spinal bone injury, C5-7"
405763005,"Incomplete cervical spinal cord injury, unspecified, without spinal bone injury, C5-7"
405758006,"Central cervical cord injury, without spinal bony injury, C5-7"
405764004,"Posterior cervical spinal cord injury without spinal bone injury, C5-7"
405765003,"Posterior cervical spinal cord injury, without spinal injury, C1-4"
405755009,"Anterior cervical spinal cord injury, without injury to spinal bone, C1-4"
262697008,Contusion of cervical cord
262711004,Transection of cervical cord
262696004,Contusion of spinal cord
262700007,Contusion of sacral cord
262699006,Contusion of lumbar cord
262698003,Contusion of thoracic cord
26738009,Spinal cord injury without spinal bone injury
36838006,Spinal cord injury of thoracic region without bone injury
55983005,Injury at T7-T12 level with complete lesion of spinal cord AND without bone injury
53810004,Injury at T1-T6 level with spinal cord injury AND without bone injury
55600008,Injury at T7-T12 level with anterior cord syndrome AND without bone injury
64617008,Injury at T7-T12 level with central cord syndrome AND without bone injury
24380008,Injury at T1-T6 level with posterior cord syndrome AND without bone injury
42206007,Injury at T1-T6 level with anterior cord syndrome AND without bone injury
25331007,Injury at T7-T12 level with spinal cord injury AND without bone injury
91641000,Injury at T7-T12 level with posterior cord syndrome AND without bone injury
40795009,Injury at T1-T6 level with complete lesion of spinal cord AND without bone injury
63903007,Incomplete spinal cord lesion at T7-T12 level without bone injury
11413003,Incomplete spinal cord lesion at T1-T6 level without bone injury
64684007,Injury at T1-T6 level with central cord syndrome AND without bone injury
212194003,Spinal cord injury of multiple sites without spinal bone injury
212169004,Thoracic cord injury without spinal bone injury
212173001,"Central thoracic cord injury, without bony injury, T1-6"
212178005,"Anterior thoracic cord injury, without bony injury, T7-12"
212172006,"Anterior thoracic cord injury, without bony injury, T1-6"
212171004,"Complete thoracic cord injury, without bony injury, T1-6"
212180004,"Posterior thoracic cord injury without bony injury, T7-12"
212174007,"Posterior thoracic cord injury without bony injury, T1-6"
212179002,"Central thoracic cord injury, without bony injury, T7-12"
212177000,"Complete thoracic cord injury, without bony injury, T7-12"
212183002,Lumbar cord injury without spinal bone injury
212187001,Central lumbar cord injury without bony injury
212186005,Anterior lumbar cord injury without bony injury
212185009,Complete lumbar cord injury without bony injury
212188006,Posterior lumbar cord injury without bony injury
46549005,Multiple spinal cord injuries without spinal bone injury
4260009,Sacral spinal cord injury without bone injury
212190007,Sacral cord injury without bony injury
446644006,Traumatic injury of spinal cord at T1-T6 level
447575003,Complete spinal cord injury at T1-T6 level
79591004,Spastic paralysis due to spinal birth injury
277326006,Spinal cord rupture
282784007,Spinal cord syndrome
282787000,Central cord syndrome
698404009,Injury at T7 - T12 level with central cord syndrome
282786009,Posterior cord syndrome
27982003,Brown-Séquard syndrome
282785008,Anterior cord syndrome
698783004,Injury at T7-T12 level with anterior cord syndrome
262718005,Traumatic spinal cord hemorrhage
445779008,Traumatic injury of spinal cord at T7-T12 level
447464004,Complete spinal cord injury at T7-T12 level
262710003,Transection of spinal cord
262714007,Transection of sacral cord
262713001,Transection of lumbar cord
262712006,Transection of thoracic cord
446835008,Traumatic injury of sacral spinal cord
698500002,Spinal cord injury due to birth trauma
110150000,Spinal cord concussion
209181007,Closed spinal subluxation with posterior lumbar cord lesion
269129003,Closed dislocation of sacrum
313262006,Contusion of sacral region
262523007,Injury of thoracic spine
263043002,Subluxation of joint of thoracic spine
209170009,Closed subluxation thoracic spine
209186002,Open subluxation thoracic spine
699980004,Open division of ligament of thoracic vertebral column
209075002,Closed dislocation thoracic spine
209078000,Closed spinal dislocation with anterior thoracic cord lesion
8758001,Closed dislocation of thoracic vertebra
209077005,Closed spinal dislocation with complete thoracic cord lesion
314197008,Dislocation of thoracic facet joint
429665006,Contusion of thoracic spine
129165008,Dislocation of thoracic vertebra
209090003,Open dislocation thoracic spine
209094007,Open spinal dislocation with central thoracic cord lesion
698499006,Spine injury due to birth trauma
12519004,Sprain of sacroiliac ligament
209549007,"Sprain, anterior sacroiliac ligament"
209550007,"Sprain, posterior sacroiliac ligament"
262522002,Injury of cervical spine
209560003,Atlantoaxial joint sprain
314195000,Dislocation of cervical facet joint
263040004,Subluxation of joint of cervical spine
209145009,Closed spinal subluxation with complete cervical cord lesion
45179004,Atlantoaxial subluxation
263042007,Subluxation of atlantoaxial joint
209154007,Open subluxation atlantoaxial joint
428799009,Rotatory subluxation of atlantoaxial joint
209137004,Closed subluxation atlantoaxial joint
202830000,Recurrent atlantoaxial subluxation with myelopathy
89902003,Grisel's syndrome
209151004,Open subluxation cervical spine
209155008,Open subluxation C2/C3
209157000,Open subluxation C4/C5
209166001,Open subluxation of multiple cervical vertebrae
209160007,Open subluxation C7/T1
209163009,Open spinal subluxation with anterior cervical cord lesion
209153001,Open subluxation atlanto-occipital joint
209158005,Open subluxation C5/C6
209156009,Open subluxation C3/C4
209159002,Open subluxation C6/C7
263041000,Subluxation of atlanto-occipital joint
209136008,Closed subluxation atlanto-occipital joint
209147001,Closed spinal subluxation with central cervical cord lesion
209146005,Closed spinal subluxation with anterior cervical cord lesion
209148006,Closed spinal subluxation with posterior cervical cord lesion
209134006,Closed subluxation cervical spine
209138009,Closed subluxation C2/C3
209142007,Closed subluxation C6/C7
209139001,Closed subluxation C3/C4
209149003,Closed subluxation of multiple cervical vertebrae
209141000,Closed subluxation C5/C6
209143002,Closed subluxation C7/T1
209140004,Closed subluxation C4/C5
263015006,Dislocation of atlantoaxial joint
269123002,Open dislocation atlantoaxial joint
269116003,Closed dislocation atlantoaxial joint
405561009,Injury to ligament of cervical spine
44264009,Dislocation of cervical vertebra
209052009,Closed dislocation of multiple cervical vertebrae
44701004,Closed dislocations of multiple cervical vertebrae
111648001,Closed dislocation of cervical vertebra
496002,Closed dislocation of third cervical vertebra
10771002,Closed dislocation of first cervical vertebra
11008006,Closed dislocation of seventh cervical vertebra
46931002,Closed dislocation of second cervical vertebra
40047007,Closed dislocation of sixth cervical vertebra
89130002,Closed dislocation of fifth cervical vertebra
20132009,Closed dislocation of fourth cervical vertebra
209054005,Open dislocation of cervical spine
69593000,Open dislocation of fourth cervical vertebra
269125009,Open dislocation C3/C4
269126005,Open dislocation C4/C5
45387006,Open dislocation of second cervical vertebra
269124008,Open dislocation C2/C3
209067008,Open spinal dislocation with anterior cervical cord lesion
50087006,Open dislocation of third cervical vertebra
13463001,Open dislocation of fifth cervical vertebra
269127001,Open dislocation C5/C6
78396000,Open dislocation of seventh cervical vertebra
209064001,Open dislocation C7/T1
269128006,Open dislocation C6/C7
209071006,Open dislocation of multiple cervical vertebrae
79125007,Open dislocation of first cervical vertebra
269122007,Open dislocation atlanto-occipital joint
3217005,Open dislocation of sixth cervical vertebra
263014005,Dislocation of atlanto-occipital joint
269115004,Closed dislocation atlanto-occipital joint
209729000,"Open division, neck ligament"
209037002,Closed dislocation cervical spine
269118002,Closed dislocation C3/C4
209051002,Closed spinal dislocation with posterior cervical cord lesion
209050001,Closed spinal dislocation with central cervical cord lesion
269119005,Closed dislocation C4/C5
209048009,Closed spinal dislocation with complete cervical cord lesion
269117007,Closed dislocation C2/C3
269121000,Closed dislocation C6/C7
269120004,Closed dislocation C5/C6
209049001,Closed spinal dislocation with anterior cervical cord lesion
209046008,Closed dislocation C7/T1
431947002,Traumatic injury of sacrum
263045009,Subluxation of sacrum
209202009,Closed subluxation of sacrum
209208008,Open subluxation of sacrum
263013004,Dislocation of joint of spine
129164007,Dislocation of sacrococcygeal joint
44237008,Open dislocation of coccyx
209206007,Open subluxation of coccyx
49891002,Closed dislocation of coccyx
312837005,Spinal dislocation with cervical cord lesion
209068003,Open spinal dislocation with central cervical cord lesion
209066004,Open spinal dislocation with complete cervical cord lesion
209069006,Open spinal dislocation with posterior cervical cord lesion
12462000,Closed dislocation of vertebra
312839008,Spinal dislocation with lumbar cord lesion
209085001,Closed spinal dislocation with posterior lumbar cord lesion
209082003,Closed spinal dislocation with complete lumbar cord lesion
209100005,Open spinal dislocation with central lumbar cord lesion
209083008,Closed spinal dislocation with anterior lumbar cord lesion
209084002,Closed spinal dislocation with central lumbar cord lesion
209097000,Open spinal dislocation with complete lumbar cord lesion
209101009,Open spinal dislocation with posterior lumbar cord lesion
312838000,Spinal dislocation with thoracic cord lesion
209093001,Open spinal dislocation with anterior thoracic cord lesion
209079008,Closed spinal dislocation with central thoracic cord lesion
209092006,Open spinal dislocation with complete thoracic cord lesion
209080006,Closed spinal dislocation with posterior thoracic cord lesion
209095008,Open spinal dislocation with posterior thoracic cord lesion
209073009,Closed dislocation of thoracic and/or lumbar spine
263039001,Subluxation of joint of spine
209184004,Open subluxation of thoracic and/or lumbar vertebra
312788000,Spinal subluxation with lumbar cord lesion
209195005,Open spinal subluxation with central lumbar cord lesion
209194009,Open spinal subluxation with anterior lumbar cord lesion
209179005,Closed spinal subluxation with anterior lumbar cord lesion
209196006,Open spinal subluxation with posterior lumbar cord lesion
209193003,Open spinal subluxation with complete lumbar cord lesion
209178002,Closed spinal subluxation with complete lumbar cord lesion
209180008,Closed spinal subluxation with central lumbar cord lesion
312786001,Spinal subluxation with cervical cord lesion
209164003,Open spinal subluxation with central cervical cord lesion
209165002,Open spinal subluxation with posterior cervical cord lesion
209162004,Open spinal subluxation with complete cervical cord lesion
312787005,Spinal subluxation with thoracic cord lesion
209188001,Open spinal subluxation with complete thoracic cord lesion
209191001,Open spinal subluxation with posterior thoracic cord lesion
209189009,Open spinal subluxation with anterior thoracic cord lesion
209174000,Closed spinal subluxation with anterior thoracic cord lesion
209175004,Closed spinal subluxation with central thoracic cord lesion
209173006,Closed spinal subluxation with complete thoracic cord lesion
209190000,Open spinal subluxation with central thoracic cord lesion
209176003,Closed spinal subluxation with posterior thoracic cord lesion
203709007,Subluxation complex (vertebral)
209168000,Closed subluxation of thoracic and/or lumbar spine
312792007,Spinal subluxation with cauda equina lesion
209197002,Open spinal subluxation with cauda equina lesion
263046005,Subluxation of coccyx
209201002,Closed subluxation of coccyx
61041006,Multiple closed dislocations of back
88743001,Open dislocation of vertebra
74177004,Multiple open dislocations of back
209088004,Open dislocation of thoracic and/or lumbar spine
209102002,Open spinal dislocation with cauda equina lesion
38484003,Abrasion and/or friction burn of back without infection
37638002,Abrasion and/or friction burn of interscapular region without infection
30072009,Abrasion and/or friction burn of scapular region without infection
230614002,Injury of cauda equina
405753002,Cauda equina injury without spinal bone injury
212193009,Open injury cauda equina
212192004,Closed injury cauda equina
70437005,Injury of interscapular region
211038003,"Abrasion, interscapular"
211054000,"Abrasion of interscapular region, infected"
79340003,Abrasion and/or friction burn of interscapular region with infection
54499003,Contusion of interscapular region
271117005,Traumatic blister of interscapular region
271132003,"Traumatic blister of interscapular region, infected"
447819007,Superficial injury of interscapular region
211103003,"Insect bite, nonvenomous, of interscapular region"
111708002,Nonvenomous insect bite of interscapular region without infection
51882009,Nonvenomous insect bite of interscapular region with infection
27972004,Superficial injury of interscapular region with infection
52170004,Superficial foreign body of interscapular region without major open wound but with infection
908004,Superficial injury of interscapular region without infection
14134002,Superficial foreign body of interscapular region without major open wound AND without infection
11437003,Contusion of back
284062002,Contusion of lower back
80907003,Contusion of scapular region
262734008,Contusion of cervical nerve root
44863007,Superficial injury of back without infection
91029006,Superficial injury of scapular region without infection
71804007,Nonvenomous insect bite of scapular region without infection
51680004,Superficial foreign body of scapular region without major open wound AND without infection
49976003,Nonvenomous insect bite of back without infection
33021001,Superficial foreign body of back without major open wound AND without infection
283815003,Animal bite of back
283760006,Dog bite of back
211107002,"Insect bite, nonvenomous, of back"
41958008,Nonvenomous insect bite of back with infection
14096004,Nonvenomous insect bite of scapular region with infection
450724008,Injury of cervical region of back
282759009,Injury of back of neck
210398003,Open wound of neck nape
10121008,Open wound of nape of neck without complication
210403002,Open wound of neck nape with complication
74297002,Injury of cervical nerve roots
212201005,Cervical nerve root injury - C5
212199008,Cervical nerve root injury - C3
262740001,Traction injury of cervical nerve root
262724004,Transection of cervical nerve root
212205001,Cervical nerve root injury - C8
212203008,Cervical nerve root injury - C7
95671001,Cervical nerve root compression
212198000,Cervical nerve root injury - C2
262745006,Avulsion of cervical nerve root
212200006,Cervical nerve root injury - C4
212202003,Cervical nerve root injury - C6
262729009,Partial division of cervical nerve root
212197005,Cervical nerve root injury - C1
283207008,Fishing hook in back
55849004,Superficial injury of back with infection
91585008,Superficial foreign body of back without major open wound but with infection
18704005,Superficial foreign body of scapular region without major open wound but with infection
283422001,Cut of back
282766005,Lower back injury
68152007,Injury of scapular region
210512002,Open wound of scapular region with tendon involvement
32336003,Superficial injury of scapular region with infection
271121003,Traumatic blister of back
271136000,"Traumatic blister of back, infected"
271155000,"Traumatic blister of scapular region, infected"
271149005,Traumatic blister of scapular region
282765009,Upper back injury
269169002,Open wound of back
283472004,Stab wound of back
21441000,Open wound of back with complication
51904009,Open wound of lumbar region with complication
41125003,Open wound of scapular region with complication
283572002,Pellet wound of back
210416002,"Open wound of back, uncomplicated"
39673006,Open wound of lumbar region without complication
46151002,Open wound of scapular region without complication
210417006,Degloving injury back
210525005,"Degloving injury, scapular area"
125646009,Open wound of scapular region
269171002,Open wound of lumbar region
283523009,Puncture wound of back
283622009,Needle stick injury of back
283711001,Human bite of back
211042000,"Abrasion, back"
439598000,Abrasion of skin of lower back
211190005,"Abrasion, scapular area"
211198003,"Abrasion of scapular region, infected"
211058002,"Abrasion of back, infected"
79077003,Abrasion and/or friction burn of back with infection
10995009,Abrasion and/or friction burn of scapular region with infection
72474004,Blister of back without infection
9463006,Blister of interscapular region without infection
9848002,Blister of scapular region without infection
212457004,"Injury of muscle and tendon of abdomen, lower back and pelvis"
446680006,Epidermoid cyst of skin of back
410730009,Disorder of spinal region
77567004,Acquired deformity of spine
62620001,"Spondylolisthesis, grade 2"
12903001,Acquired curvature of spine
405771009,Acquired kyphoscoliosis
427525007,Curvature of spine due to osteomalacia
44950000,Acquired lordosis
203659007,Lordosis in hip disease
111265002,Postsurgical lordosis
203635002,Post-laminectomy lordosis
15444000,Acquired postural lordosis
413428007,Acquired kyphosis
203631006,Post-laminectomy kyphosis
20533009,Pott's curvature
434471000124100,Secondary kyphosis
58407003,Acquired postural kyphosis
203630007,Radiation kyphosis
203657009,Osteoporotic kyphosis
13534001,Camptocormia
111266001,Acquired scoliosis
47518006,Scoliosis due to radiation
203647008,Post-surgical scoliosis
287079004,Kyphoscoliosis/scoliosis - acquired
72992003,Thoracogenic scoliosis
281376007,Thoracogenic kyphoscoliosis
442544003,Deformity of spine due to injury
3472009,"Spondylolisthesis, grade 4"
13131000,"Spondylolisthesis, grade 3"
44494000,"Spondylolisthesis, grade 1"
109905002,Acquired myelocele
203671001,Acquired hunchback
90520006,Vertebral artery stenosis
434831000124101,Vertebral artery stenosis with infarction
435281000124100,Vertebral artery stenosis without infarction
699943005,Congenital anomaly of vertebral region of back
287087003,Congenital lordosis/scoliosis
205456006,Hypoplasia of spine
93242007,Congenital hypoplasia of arch of thoracic vertebra
93239001,Congenital hypoplasia of arch of cervical vertebra
74877002,Congenital anomaly of spine
370481004,Transitional vertebra
92999004,Congenital anomaly of cervical vertebra
93629000,Lack of ossification of centrum of cervical vertebra
92849004,Congenital abnormal fusion of centrum of cervical vertebra
92844009,Congenital abnormal fusion of centrum cartilage of cervical vertebra
444550009,Developmental anomaly of odontoid process of axis
444844007,Congenital aplasia of odontoid process
93619007,Lack of ossification of arch of cervical vertebra
95282002,Supernumerary arch of cervical vertebra
388981000,Congenital dystrophia brevicollis
93564004,Incomplete ossification of arch of cervical vertebra
95289006,Supernumerary centrum of cervical vertebra
92806000,Cervical hemivertebra
205428001,Cervical hemivertebra - unbalanced
205427006,Cervical hemivertebra- balanced
91880006,Congenital absence of cervical vertebra
91877005,Congenital absence of centrum of cervical vertebra
91879008,Congenital absence of arch of cervical vertebra
92900005,Congenital abnormal shape of centrum of cervical vertebra
93441003,Dumbbell-shaped cartilaginous centrum of cervical vertebra
92489003,Cleft cartilaginous centrum of cervical vertebra
93315008,Congenital malposition of cervical vertebra
93307005,Congenital malposition of arch of cervical vertebra
93372003,Congenital misalignment of arch of cervical vertebra
93373008,Congenital misalignment of centrum of cervical vertebra
92836009,Congenital abnormal fusion of arch of cervical vertebra
93573007,Incomplete ossification of centrum of cervical vertebra
93437002,Dumbbell ossification of centrum of cervical vertebra
93480006,Hemicentric cervical centrum
92494003,Bipartite ossification of centrum of cervical vertebra
30028006,Spondyloschisis
87294007,Supernumerary vertebra
95300009,Supernumerary sacral vertebra
95293000,Supernumerary cervical vertebra
95298009,Supernumerary lumbar vertebra
95302001,Supernumerary thoracic vertebra
95285000,Supernumerary arch of thoracic vertebra
54837006,Straight back syndrome
203969004,Cervical spinal hydromeningocele
78044008,Atlanto-occipital malformation
253190004,Lumbosacral agenesis
67531005,Spina bifida
58557008,Spina bifida aperta
425687007,Spina bifida aperta of cervical spine
427216002,Spina bifida aperta of thoracic spine
429466000,Spina bifida aperta of lumbar spine
204006004,Sacral spina bifida without hydrocephalus - open
445307009,Spina bifida of sacral region
203951008,Sacral spina bifida with hydrocephalus - closed
203944004,Sacral spina bifida with hydrocephalus - open
204013004,Sacral spina bifida without hydrocephalus - closed
76916001,Spina bifida occulta
30620003,Thoracic spina bifida
203942000,Thoracic spina bifida with hydrocephalus - open
204011002,Thoracic spina bifida without hydrocephalus - closed
204004001,Thoracic spina bifida without hydrocephalus - open
203935000,Thoracic spina bifida with hydrocephalus
203949009,Thoracic spina bifida with hydrocephalus - closed
77224008,Spina bifida of lumbar region
204012009,Lumbar spina bifida without hydrocephalus - closed
203950009,Lumbar spina bifida with hydrocephalus - closed
203955004,Spina bifida with stenosis of aqueduct of Sylvius
203994003,Myelocystocele
203996001,Cervical myelocystocele
203997005,Thoracic myelocystocele
204005000,Lumbar spina bifida without hydrocephalus - open
253112008,Fissured spine
253116006,Fissured spine with hydrocephalus
32232003,Spina bifida of cervical region
203934001,Cervical spina bifida with hydrocephalus
203941007,Cervical spina bifida with hydrocephalus - open
203948001,Cervical spina bifida with hydrocephalus - closed
204010001,Cervical spina bifida without hydrocephalus - closed
204003007,Cervical spina bifida without hydrocephalus - open
53318002,Spina bifida with hydrocephalus
253114009,Myelocele with hydrocephalus
203954000,Spina bifida with hydrocephalus of late onset
253113003,Rachischisis with hydrocephalus
268143001,Spina bifida with hydrocephalus - open
203943005,Lumbar spina bifida with hydrocephalus - open
203936004,Lumbar spina bifida with hydrocephalus
203946002,Spina bifida with hydrocephalus - closed
253118007,Thoracolumbar spina bifida with hydrocephalus - closed
203998000,Lumbar myelocystocele
37382001,Known OR suspected fetal spina bifida with myelomeningocele affecting obstetrical care
253120005,Lipomeningocele
70534000,Occult spinal dysraphism sequence
253119004,Hemimyelocele
40130009,Spina bifida without hydrocephalus
268146009,Spina bifida without hydrocephalus - open
204008003,Spina bifida without hydrocephalus - closed
253111001,Thoracolumbar spina bifida without hydrocephalus - closed
61819007,Rachischisis
93557001,Holorachischisis
253117002,Closed spina bifida with Arnold-Chiari malformation
254040008,Congenital sacrococcygeal anomaly
79244005,Lumbosacral prespondylolisthesis
254033007,Congenital deformity of lumbosacral region
254034001,Congenital deformity of lumbosacral joint
80712009,Congenital spondylolysis of lumbosacral region
430686008,Spinal dysgenesis
205455005,Defect of vertebral segmentation
